subject_label,vocab_label,matched_label,matched_lang,is_mt,subject_id,subject_uri,vocab_identifier,fuzzy_score
organischer kohlenstoffvorrat,soil organic carbon,organischer Bodenkohlenstoff,de,False,164440,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,81
effektive kationenaustauschkapazitäten,cation exchange capacity effective,effektive Ionenauswechselkapazität,de,True,164444,,https://w3id.org/eusoilvoc#CationExchangeCapacityEffective,81
bodenformen,soil pores,Bodenporen,de,True,164449,,https://w3id.org/eusoilvoc#SoilPores,86
bäume,mist,brume,fr,True,164479,,https://w3id.org/eusoilvoc#Mist,80
immissionen,emissions,Emissionen,de,True,164483,,https://w3id.org/eusoilvoc#Emissions,86
deposition,slope orientation,exposition,en,False,164490,,https://w3id.org/eusoilvoc#SlopeOrientation,90
grondwaterspiegeldiepte,groundwater depth,grondwaterdiepte,nl,True,164495,,https://w3id.org/eusoilvoc#GroundwaterDepth,82
bodenbewertung,soil movement,Bodenbewegung,de,False,164513,,https://w3id.org/eusoilvoc#SoilMovement,89
bodenfunktion,soil functions,Bodenfunktionen,de,False,164514,,https://w3id.org/eusoilvoc#SoilFunctions,93
speicherkapazität,water storage capacity,Wasserspeicherkapazität,de,True,164522,,https://w3id.org/eusoilvoc#WaterStorageCapacity,85
classificazione,void classification,classificazione vuota,it,True,166622,,https://w3id.org/eusoilvoc#VoidClassification,83
edificios,building,edificio,it,True,169445,,https://w3id.org/eusoilvoc#Building,94
1105 ecology,geology,geology,en,False,166631,,https://w3id.org/eusoilvoc#Geology,86
basensättigung,base saturation,Basensättigung,de,False,166675,,https://w3id.org/eusoilvoc#BaseSaturation,90
buildings,building,building,en,False,166688,,https://w3id.org/eusoilvoc#Building,94
atmospheric conditions,weather,weather conditions,en,False,166693,,https://w3id.org/eusoilvoc#Weather,80
soil layer,soil water,soil water,en,False,164571,,https://w3id.org/eusoilvoc#SoilWater,80
organic contaminants,soil contaminants,soil contaminants,en,False,164588,,https://w3id.org/eusoilvoc#SoilContaminants,81
assetto strutturale,structure grade,classe strutturale,it,True,164594,,https://w3id.org/eusoilvoc#StructureGrade,86
bodenkarte,soil cohesion,Bodenart,de,False,164599,,https://w3id.org/eusoilvoc#SoilCohesion,89
bodenwasserhaushalt,soil moisture,Bodenwassergehalt,de,False,164601,,https://w3id.org/eusoilvoc#SoilMoisture,83
sol contaminé,soil contaminants,soil contaminant,en,False,164620,,https://w3id.org/eusoilvoc#SoilContaminants,83
bodenproben,soil pores,Bodenporen,de,True,164642,,https://w3id.org/eusoilvoc#SoilPores,86
local contaminant,soil contaminants,soil contaminant,en,False,164647,,https://w3id.org/eusoilvoc#SoilContaminants,85
bodenzustand,soil location,Bodenstandort,de,True,164671,,https://w3id.org/eusoilvoc#SoilLocation,80
organische substanz,soil organic matter,organische Bodensubstanz,de,False,164685,,https://w3id.org/eusoilvoc#SoilOrganicMatter,88
atmosphäre,soil air,Bodenatmosphäre,de,False,164689,,https://w3id.org/eusoilvoc#SoilAir,80
bodensubstrat,soil substance,Bodensubstanz,de,True,164745,,https://w3id.org/eusoilvoc#SoilSubstance,85
soil map,soil pH,soil pH,en,False,164820,,https://w3id.org/eusoilvoc#SoilpH,80
microrespiration,root respiration,root respiration,en,False,164837,,https://w3id.org/eusoilvoc#RootRespiration,81
avaliable water capacity,soil available water capacity,soil available water capacity,en,False,164847,,https://w3id.org/eusoilvoc#SoilAvailableWaterCapacity,87
energia convenzionale,conventional drainage,drenaggio convenzionale,it,True,164869,,https://w3id.org/eusoilvoc#ConventionalDrainage,82
bodenauslaugung,soil slaking,Bodenauslaugen,de,True,164904,,https://w3id.org/eusoilvoc#SoilSlaking,90
bodenbelastung,soil aeration,Bodenbelüftung,de,True,164906,,https://w3id.org/eusoilvoc#SoilAeration,86
bodenbiologie,soil biopore,Bodenbiopore,de,True,164908,,https://w3id.org/eusoilvoc#SoilBiopore,80
bodenfunktion,soil functions,Bodenfunktionen,de,False,164913,,https://w3id.org/eusoilvoc#SoilFunctions,93
bodengestaltung,soil heat radiation,Bodenstrahlung,de,True,164914,,https://w3id.org/eusoilvoc#SoilHeatRadiation,83
bodennutzbarkeit,soil productivity,Bodenfruchtbarkeit,de,False,164919,,https://w3id.org/eusoilvoc#SoilProductivity,82
bodennutzung,soil settlement,Bodensetzung,de,True,164920,,https://w3id.org/eusoilvoc#SoilSettlement,83
bodeneigenschaften,soil properties,Bodeneigenschaft,de,False,164922,,https://w3id.org/eusoilvoc#SoilProperties,94
bodenverbreitung,soil tillage,Bodenbearbeitung,de,True,164928,,https://w3id.org/eusoilvoc#SoilTillage,88
azole,nitrogen,azote,fr,False,164932,,https://w3id.org/eusoilvoc#Nitrogen,80
bodenbedeckung,soil movement,Bodenbewegung,de,False,164943,,https://w3id.org/eusoilvoc#SoilMovement,81
meteorology,lithology,petrology,en,False,164986,,https://w3id.org/eusoilvoc#Lithology,80
air temperature,soil temperature,soil temperature,en,False,164987,,https://w3id.org/eusoilvoc#SoilTemperature,84
solar radiation,soil heat radiation,soil heat radiation,en,False,164991,,https://w3id.org/eusoilvoc#SoilHeatRadiation,82
arbres,trees,arbre,fr,False,165017,,https://w3id.org/eusoilvoc#Trees,91
uso del suolo,land use,Uso del suelo,es,False,165019,,https://w3id.org/eusoilvoc#LandUse,92
streek,trees,tree,en,False,165050,,https://w3id.org/eusoilvoc#Trees,80
soilsubstrate,soil substance,soil substance,en,False,165056,,https://w3id.org/eusoilvoc#SoilSubstance,81
bodemfunctie,soil functions,bodemfuncties,nl,True,165062,,https://w3id.org/eusoilvoc#SoilFunctions,96
bodemproces,soil processes,bodemprocessen,nl,True,165065,,https://w3id.org/eusoilvoc#SoilProcesses,88
bodemorganisme,soil organisms,bodemorganismen,nl,True,165070,,https://w3id.org/eusoilvoc#SoilOrganisms,97
bodemgebruik,land use forests,bosgebruik,nl,True,165074,,https://w3id.org/eusoilvoc#LandUseForests,82
bodemvocht,soil air,bodemlucht,nl,True,165075,,https://w3id.org/eusoilvoc#SoilAir,80
bodemvruchtbaarheid,soil compressibility,bodemverdichtbaarheid,nl,True,165082,,https://w3id.org/eusoilvoc#SoilCompressibility,90
bodemboring,soil formation,bodemvorming,nl,True,165089,,https://w3id.org/eusoilvoc#SoilFormation,87
sgd_geologie,geology,Geologie,de,False,165115,,https://w3id.org/eusoilvoc#Geology,80
bodenschicht,soil coating,Bodenbeschichtung,de,True,165129,,https://w3id.org/eusoilvoc#SoilCoating,83
wasserspeicherung,soil water storage,Bodenwasserspeicherung,de,True,165134,,https://w3id.org/eusoilvoc#SoilWaterStorage,87
bodenbelastung,soil aeration,Bodenbelüftung,de,True,165137,,https://w3id.org/eusoilvoc#SoilAeration,86
bodenschädigung,soil saturation,Bodensättigung,de,True,165138,,https://w3id.org/eusoilvoc#SoilSaturation,83
bodenbedeckung,soil movement,Bodenbewegung,de,False,165194,,https://w3id.org/eusoilvoc#SoilMovement,81
edifici,building,edificio,it,True,165267,,https://w3id.org/eusoilvoc#Building,93
biologie du sol,soil biopore,biopore du sol,fr,True,165281,,https://w3id.org/eusoilvoc#SoilBiopore,83
carbone organique,soil organic carbon,carbone organique du sol,fr,False,165283,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,83
carbone organique total,soil organic carbon,carbone organique du sol,fr,False,165291,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,85
matière organique,soil organic matter,matière organique du sol,fr,False,165294,,https://w3id.org/eusoilvoc#SoilOrganicMatter,83
carbone,carbonate,carbonate,en,False,165295,,https://w3id.org/eusoilvoc#Carbonate,88
ressources du sol,soil cracks,fissures du sol,fr,True,165305,,https://w3id.org/eusoilvoc#SoilCracks,81
teneur en carbone,carbonate contents,teneur en carbonate,fr,True,165319,,https://w3id.org/eusoilvoc#CarbonateContents,94
kohlenstoffreiche böden,soil carbon density,Kohlenstoffdichte im Boden,de,True,165347,,https://w3id.org/eusoilvoc#SoilCarbonDensity,82
uso do solo,soil flow,fluxo do solo,pt,True,165352,,https://w3id.org/eusoilvoc#SoilFlow,83
water,weather,weather,en,False,165458,,https://w3id.org/eusoilvoc#Weather,83
soil maps,soil gas,soil gas,en,False,165471,,https://w3id.org/eusoilvoc#SoilGas,82
soil fertilisation,soil productivity,soil fertility,en,False,165477,,https://w3id.org/eusoilvoc#SoilProductivity,81
soil map,soil pH,soil pH,en,False,165478,,https://w3id.org/eusoilvoc#SoilpH,80
total organic carbon,soil organic carbon,soil organic carbon,en,False,165484,,https://w3id.org/eusoilvoc#SoilOrganicCarbon,87
salinization,salinisation,salinisation,en,False,165506,,https://w3id.org/eusoilvoc#Salinisation,92
soil contamination,soil contaminants,soil contaminant,en,False,165512,,https://w3id.org/eusoilvoc#SoilContaminants,88
bodenartenschichtung,soil coating,Bodenbeschichtung,de,True,166758,,https://w3id.org/eusoilvoc#SoilCoating,86
available water storage capacity,available water holding capacity,available water holding capacity,en,False,166776,,https://w3id.org/eusoilvoc#AvailableWaterHoldingCapacity,84
carbon,carbonate,carbonate,en,False,165518,,https://w3id.org/eusoilvoc#Carbonate,80
tillage,mulching,paillage,fr,False,165528,,https://w3id.org/eusoilvoc#Mulching,80
bodennutzbarkeit,soil productivity,Bodenfruchtbarkeit,de,False,165626,,https://w3id.org/eusoilvoc#SoilProductivity,82
bodenzustand,soil location,Bodenstandort,de,True,165628,,https://w3id.org/eusoilvoc#SoilLocation,80
bodenschicht,soil coating,Bodenbeschichtung,de,True,165629,,https://w3id.org/eusoilvoc#SoilCoating,83
bodenstruktur,soil structure index,Bodenstrukturindex,de,True,165631,,https://w3id.org/eusoilvoc#SoilStructureIndex,84
organische substanz,soil organic matter,organische Bodensubstanz,de,False,165635,,https://w3id.org/eusoilvoc#SoilOrganicMatter,88
infiltration,filtration,filtration,en,False,165641,,https://w3id.org/eusoilvoc#Filtration,91
topsoil gravel content,soil gravel contents,soil gravel content,en,False,165657,,https://w3id.org/eusoilvoc#SoilGravelContents,93
vernässungsverhältnisse,weather,Witterungsverhältnisse,de,False,165673,,https://w3id.org/eusoilvoc#Weather,80
finland,fine sand,Feinsand,de,False,165695,,https://w3id.org/eusoilvoc#FineSand,80
pédologie,lithology,Petrologie,de,False,165719,,https://w3id.org/eusoilvoc#Lithology,80
copertura-del-suolo,land cover,Copertura del suolo,it,False,165839,,https://w3id.org/eusoilvoc#LandCover,89
soil characteristic,soil water characteristics,soil water characteristic,en,False,169464,,https://w3id.org/eusoilvoc#SoilWaterCharacteristics,86
assetto-strutturale,structure grade,classe strutturale,it,True,165877,,https://w3id.org/eusoilvoc#StructureGrade,81
finland,fine sand,Feinsand,de,False,166869,,https://w3id.org/eusoilvoc#FineSand,80
utilizzo-del-territorio,land use,Utilizzazione del territorio,it,False,165903,,https://w3id.org/eusoilvoc#LandUse,82
finland,fine sand,Feinsand,de,False,165906,,https://w3id.org/eusoilvoc#FineSand,80
soildepth,soil depth,soil depth,en,False,165907,,https://w3id.org/eusoilvoc#SoilDepth,95
source,sulfur,soufre,fr,False,166883,,https://w3id.org/eusoilvoc#Sulfur,83
temperature,soil temperature,soil temperature,en,False,165940,,https://w3id.org/eusoilvoc#SoilTemperature,81
bodennutzbarkeit,soil productivity,Bodenfruchtbarkeit,de,False,165964,,https://w3id.org/eusoilvoc#SoilProductivity,82
bodenbiologie,soil biopore,Bodenbiopore,de,True,165965,,https://w3id.org/eusoilvoc#SoilBiopore,80
bodeneigenschaften,soil properties,Bodeneigenschaft,de,False,165969,,https://w3id.org/eusoilvoc#SoilProperties,94
bodengestaltung,soil heat radiation,Bodenstrahlung,de,True,165970,,https://w3id.org/eusoilvoc#SoilHeatRadiation,83
bodensubstrat,soil substance,Bodensubstanz,de,True,165973,,https://w3id.org/eusoilvoc#SoilSubstance,85
bodenauslaugung,soil slaking,Bodenauslaugen,de,True,165974,,https://w3id.org/eusoilvoc#SoilSlaking,90
orientation,cementation,cimentation,fr,False,165994,,https://w3id.org/eusoilvoc#Cementation,82
suitability,soil stability,soil stability,en,False,166012,,https://w3id.org/eusoilvoc#SoilStability,80
bodemserie,soil erosion,bodemerosie,nl,True,166021,,https://w3id.org/eusoilvoc#SoilErosion,86
roestverschijnselen,soil phenomena,bodemverschijnselen,nl,True,166023,,https://w3id.org/eusoilvoc#SoilPhenomena,84
vochtgehalte,soil water contents,bodemvochtgehalte,nl,True,166027,,https://w3id.org/eusoilvoc#SoilWaterContents,83
soil hydraulic properties,soil thermal properties,soil thermal properties,en,False,166049,,https://w3id.org/eusoilvoc#SoilThermalProperties,83
soil organic carbon (soc) stock,soil organic carbon loss,soil organic carbon loss,en,False,166063,,https://w3id.org/eusoilvoc#SOCLoss,80
bodengüte,soil health,Bodengüte,de,False,166906,,https://w3id.org/eusoilvoc#SoilHealth,84
bodengefüge,soil structure,Bodengefüge,de,False,166909,,https://w3id.org/eusoilvoc#SoilStructure,87
geologi,geology,Geologie,de,False,166103,,https://w3id.org/eusoilvoc#Geology,93
sand content,salt contents,salt content,en,False,166110,,https://w3id.org/eusoilvoc#SaltContents,83
géologie,geology,Geologie,de,False,166916,,https://w3id.org/eusoilvoc#Geology,94
exchange,ion exchange,ion exchange,en,False,166255,,https://w3id.org/eusoilvoc#IonExchange,80
soilloss,soil nitrogen loss,soil N loss,en,False,166274,,https://w3id.org/eusoilvoc#SoilNLoss,84
geologici,geology,Geologie,de,False,166290,,https://w3id.org/eusoilvoc#Geology,82
microbiomes,microbes,Microbios,es,False,166351,,https://w3id.org/eusoilvoc#Microbes,90
soil fungi,soil fluid,soil fluid,en,False,166353,,https://w3id.org/eusoilvoc#SoilFluid,80
crops,crop,crop,en,False,166949,,https://w3id.org/eusoilvoc#Crop,89
erosion;,soil erosion,erosion,en,False,166418,,https://w3id.org/eusoilvoc#SoilErosion,93
soil formation;,soil formation,soil formation,en,False,166420,,https://w3id.org/eusoilvoc#SoilFormation,97
air pollution,soil pollution,soil pollution,en,False,166427,,https://w3id.org/eusoilvoc#SoilPollution,81
gases,grasses,grasses,en,False,166462,,https://w3id.org/eusoilvoc#Grasses,83
système de culture,crop class,classe de culture,fr,True,166477,,https://w3id.org/eusoilvoc#CropClass,80
réchauffement global,soil warming,réchauffement du sol,fr,True,166483,,https://w3id.org/eusoilvoc#SoilWarming,80
environmental impacts,environmental factors,environmental factors,en,False,166484,,https://w3id.org/eusoilvoc#EnvironmentalFactors,86
bodenmessaktivität,soil reactivity,Bodenreaktivität,de,True,166516,,https://w3id.org/eusoilvoc#SoilReactivity,88
conventional tillage,conventional drainage,conventional drainage,en,False,166542,,https://w3id.org/eusoilvoc#ConventionalDrainage,83
affectation des sols,soil acidification,acidification des sols,fr,True,169481,,https://w3id.org/eusoilvoc#SoilAcidification,81
produit agricole,inputs,input agricole,fr,False,169482,,https://w3id.org/eusoilvoc#Inputs,80
occupation du sol,soil flocculation,floculation du sol,fr,True,169483,,https://w3id.org/eusoilvoc#SoilFlocculation,86
teneur-en-carbone,carbonate contents,teneur en carbonate,fr,True,167012,,https://w3id.org/eusoilvoc#CarbonateContents,83
utilisation-du-sol,land use,utilisation du sol,fr,False,167024,,https://w3id.org/eusoilvoc#LandUse,89
usage du sol,soil drying,séchage du sol,fr,True,169495,,https://w3id.org/eusoilvoc#SoilDrying,85
geologi,geology,Geologie,de,False,167055,,https://w3id.org/eusoilvoc#Geology,93
social iot,soil biota,soil biota,en,False,167092,,https://w3id.org/eusoilvoc#SoilBiota,80
pf-wg-kurve,pF curve,pF-Kurve,de,True,167099,,https://w3id.org/eusoilvoc#pFcurve,84
land-use,land use,land use,en,False,167279,,https://w3id.org/eusoilvoc#LandUse,88
saturation,soil saturation,soil saturation,en,False,167160,,https://w3id.org/eusoilvoc#SoilSaturation,80
bodenschicht,soil coating,Bodenbeschichtung,de,True,167173,,https://w3id.org/eusoilvoc#SoilCoating,83
climats,climate,climat,fr,False,167233,,https://w3id.org/eusoilvoc#Climate,92
land-cover,land cover,land cover,en,False,167281,,https://w3id.org/eusoilvoc#LandCover,90
mitigazione,irrigation,Irrigazione,it,False,167302,,https://w3id.org/eusoilvoc#Irrigation,82
subsoil gravel content,soil gravel contents,soil gravel content,en,False,167306,,https://w3id.org/eusoilvoc#SoilGravelContents,93
sensitivity,soil sensitivity,soil sensitivity,en,False,167317,,https://w3id.org/eusoilvoc#SoilSensitivity,81
vervuiling,salinisation,verzilting,nl,True,167341,,https://w3id.org/eusoilvoc#Salinisation,80
bodennutzung,soil settlement,Bodensetzung,de,True,167345,,https://w3id.org/eusoilvoc#SoilSettlement,83
soil-drainage,soil drainage,soil drainage,en,False,167350,,https://w3id.org/eusoilvoc#SoilDrainage,92
soil structural units,soil structural crusts,soil structural crusts,en,False,169572,,https://w3id.org/eusoilvoc#SoilStructuralCrusts,88
pedologie,lithology,Petrologie,de,False,167406,,https://w3id.org/eusoilvoc#Lithology,84
crop production,food production,food production,en,False,167459,,https://w3id.org/eusoilvoc#FoodProduction,80
esondazione,inundation,Inondazione,it,False,167477,,https://w3id.org/eusoilvoc#Inundation,82
rainfall evapotranspiration,evapotranspiration,evapotranspiration,en,False,167496,,https://w3id.org/eusoilvoc#Evapotranspiration,80
biological acidification,soil acidification,soil acidification,en,False,173420,,https://w3id.org/eusoilvoc#SoilAcidification,81
smart materials,parent material,parent material,en,False,167510,,https://w3id.org/eusoilvoc#ParentMaterial,80
weather data,weather past,weather past,en,False,167586,,https://w3id.org/eusoilvoc#WeatherPast,83
fertilizers,fertiliser use,fertiliser use,en,False,167597,,https://w3id.org/eusoilvoc#FertiliserUse,80
crop management,soil management,soil management,en,False,167600,,https://w3id.org/eusoilvoc#SoilManagement,80
nutrient balance,soil productivity,soil nutrient balance,en,False,167603,,https://w3id.org/eusoilvoc#SoilProductivity,86
nutrient uptake,plant nutrient uptake,plant nutrient uptake,en,False,167605,,https://w3id.org/eusoilvoc#PlantNutrientUptake,83
crop production,food production,food production,en,False,167633,,https://w3id.org/eusoilvoc#FoodProduction,80
organic matter,soil organic matter,soil organic matter,en,False,167647,,https://w3id.org/eusoilvoc#SoilOrganicMatter,85
degradation,soil desertification,Bodendegradation,de,True,167659,,https://w3id.org/eusoilvoc#SoilDesertification,81
crop production,food production,food production,en,False,167661,,https://w3id.org/eusoilvoc#FoodProduction,80
temperature,soil temperature,soil temperature,en,False,167681,,https://w3id.org/eusoilvoc#SoilTemperature,81
mikro-organismit,microbes,micro-organisms,en,False,167696,,https://w3id.org/eusoilvoc#Microbes,84
soil aggregates,soil aggregate,soil aggregate,en,False,169621,,https://w3id.org/eusoilvoc#SoilAggregate,97
bodemtype,soil types,Bodentyp,de,False,167825,,https://w3id.org/eusoilvoc#SoilTypes,82
scale,sand,sable,fr,False,167835,,https://w3id.org/eusoilvoc#Sand,80
granite,hail,Grandine,it,False,167851,,https://w3id.org/eusoilvoc#Hail,80
acidification,soil acidification,soil acidification,en,False,167866,,https://w3id.org/eusoilvoc#SoilAcidification,84
erosie,soil erosion,Erosione,it,False,167880,,https://w3id.org/eusoilvoc#SoilErosion,86
stable oxygen,medium sand,sable moyen,fr,False,167949,,https://w3id.org/eusoilvoc#MediumSand,83
soil-phosphorus,soil phosphorus loss,soil phosphorus loss,en,False,168014,,https://w3id.org/eusoilvoc#SoilPLoss,80
soil inorganic carbon stocks,soil inorganic carbon,soil inorganic carbon,en,False,168034,,https://w3id.org/eusoilvoc#SoilInorganicCarbon,86
weather impact,weather past,weather past,en,False,168048,,https://w3id.org/eusoilvoc#WeatherPast,85
soil evaluation,soil saturation,soil saturation,en,False,168074,,https://w3id.org/eusoilvoc#SoilSaturation,80
water potential,soil water potential,soil water potential,en,False,168124,,https://w3id.org/eusoilvoc#SoilWaterPotential,86
water deficit,soil moisture deficit,soil water deficit,en,False,168127,,https://w3id.org/eusoilvoc#SoilMoistureDeficit,84
image classification,void classification,void classification,en,False,168185,,https://w3id.org/eusoilvoc#VoidClassification,82
temporal data,season,temporada,es,True,168210,,https://w3id.org/eusoilvoc#Season,82
thickness,stickiness,stickiness,en,False,168224,,https://w3id.org/eusoilvoc#Stickiness,84
qe geology,geology,geology,en,False,168233,,https://w3id.org/eusoilvoc#Geology,82
fermentation,cementation,cementation,en,False,168256,,https://w3id.org/eusoilvoc#Cementation,87
caproate,carbonate,carbonate,en,False,168257,,https://w3id.org/eusoilvoc#Carbonate,82
physical-properties,soil physical properties,soil physical properties,en,False,168271,,https://w3id.org/eusoilvoc#SoilPhysicalProperties,84
compaction,soil compaction,soil compaction,en,False,168304,,https://w3id.org/eusoilvoc#SoilCompaction,80
soil water index,soil aeration index,soil aeration index,en,False,168327,,https://w3id.org/eusoilvoc#SoilAerationIndex,80
finland,fine sand,Feinsand,de,False,168362,,https://w3id.org/eusoilvoc#FineSand,80
carbon,carbonate,carbonate,en,False,168393,,https://w3id.org/eusoilvoc#Carbonate,80
finland,fine sand,Feinsand,de,False,168450,,https://w3id.org/eusoilvoc#FineSand,80
105405 geoecology,geology,geology,en,False,173540,,https://w3id.org/eusoilvoc#Geology,82
environmental indicator,environmental factors,environmental factor,en,False,168485,,https://w3id.org/eusoilvoc#EnvironmentalFactors,84
crop production,food production,food production,en,False,168511,,https://w3id.org/eusoilvoc#FoodProduction,80
georgia,geology,Geologia,it,False,168514,,https://w3id.org/eusoilvoc#Geology,80
water,weather,weather,en,False,168532,,https://w3id.org/eusoilvoc#Weather,83
armenia,sand,Arena,es,False,168608,,https://w3id.org/eusoilvoc#Sand,83
bâtiments,building,bâtiment,fr,True,168624,,https://w3id.org/eusoilvoc#Building,94
hydrographie,physiography,physiographie,fr,False,168629,,https://w3id.org/eusoilvoc#Physiography,80
description,soil description,soil description,en,False,168649,,https://w3id.org/eusoilvoc#SoilDescription,81
bodenaufnahmen,soil thawing,Bodenauftauen,de,True,168663,,https://w3id.org/eusoilvoc#SoilThawing,81
bodenschicht,soil coating,Bodenbeschichtung,de,True,168676,,https://w3id.org/eusoilvoc#SoilCoating,83
bodenstruktur,soil structure index,Bodenstrukturindex,de,True,168677,,https://w3id.org/eusoilvoc#SoilStructureIndex,84
bodenverbreitung,soil tillage,Bodenbearbeitung,de,True,168694,,https://w3id.org/eusoilvoc#SoilTillage,88
bodeneigenschaften,soil properties,Bodeneigenschaft,de,False,168696,,https://w3id.org/eusoilvoc#SoilProperties,94
edificios,building,edificio,it,True,168735,,https://w3id.org/eusoilvoc#Building,94
servicio de catálogo,supporting services,Servicio de apoyo,es,False,168739,,https://w3id.org/eusoilvoc#SupportingServices,81
bomben,trees,bomen,nl,True,168756,,https://w3id.org/eusoilvoc#Trees,91
drote,road,route,fr,True,168818,,https://w3id.org/eusoilvoc#Road,80
idrogeologia,geology,Geologia,it,False,168826,,https://w3id.org/eusoilvoc#Geology,80
bodennutzung,soil settlement,Bodensetzung,de,True,168833,,https://w3id.org/eusoilvoc#SoilSettlement,83
bodenbedeckung,soil movement,Bodenbewegung,de,False,168834,,https://w3id.org/eusoilvoc#SoilMovement,81
uso do solo,soil flow,fluxo do solo,pt,True,168883,,https://w3id.org/eusoilvoc#SoilFlow,83
flächennutzung,land use class,Flächennutzungsklasse,de,True,168922,,https://w3id.org/eusoilvoc#LandUseClass,80
glaciologia,lithology,Litologia,it,False,168960,,https://w3id.org/eusoilvoc#Lithology,80
alluvioni,inundation,Alluvione,it,False,169005,,https://w3id.org/eusoilvoc#Inundation,89
opere,copper,koper,nl,True,169014,,https://w3id.org/eusoilvoc#Copper,80
bodenwasserhaushalt,soil moisture,Bodenwassergehalt,de,False,169060,,https://w3id.org/eusoilvoc#SoilMoisture,83
crop production,food production,food production,en,False,169702,,https://w3id.org/eusoilvoc#FoodProduction,80
bodenkarte,soil cohesion,Bodenart,de,False,169135,,https://w3id.org/eusoilvoc#SoilCohesion,89
bodenprobe,soil colour,Bodenfarbe,de,True,169137,,https://w3id.org/eusoilvoc#SoilColour,80
bodenstruktur,soil structure index,Bodenstrukturindex,de,True,169138,,https://w3id.org/eusoilvoc#SoilStructureIndex,84
biogeochemical processes,soil chemical processes,soil chemical processes,en,False,173542,,https://w3id.org/eusoilvoc#SoilChemicalProcesses,81
regenwürmer,earthworms,regenwormen,nl,True,169157,,https://w3id.org/eusoilvoc#Earthworms,82
bodendaten,soil age,Bodenalter,de,False,169180,,https://w3id.org/eusoilvoc#SoilAge,80
bodenzustand,soil location,Bodenstandort,de,True,169181,,https://w3id.org/eusoilvoc#SoilLocation,80
pedologia,lithology,Petrologia,it,False,169193,,https://w3id.org/eusoilvoc#Lithology,84
