"identifier","prefLabel"
"https://w3id.org/eusoilvoc#SoilHeatAbsorption","soil heat absorption"
"https://w3id.org/eusoilvoc#SoilHeatCapacity","soil heat capacity"
"https://w3id.org/eusoilvoc#SoilHeatConduction","soil heat conduction"
"https://w3id.org/eusoilvoc#SoilHeatConvection","soil heat convection"
"https://w3id.org/eusoilvoc#SoilHeatExchange","soil heat exchange"
"https://w3id.org/eusoilvoc#SoilHeatMovement","soil heat movement"
"https://w3id.org/eusoilvoc#SoilHeatRadiation","soil heat radiation"
"https://w3id.org/eusoilvoc#SoilHeatTransfer","soil heat transfer"
"https://w3id.org/eusoilvoc#SoilHeatTransport","soil heat transport"
"https://w3id.org/eusoilvoc#SoilHorizonBoundary","soil horizon boundary"
"https://w3id.org/eusoilvoc#SoilHydraulicDiffusivity","soil hydraulic diffusivity"
"https://w3id.org/eusoilvoc#SoilHydraulicGradient","soil hydraulic gradient"
"https://w3id.org/eusoilvoc#SoilImmobileWaterContents","soil immobile water contents"
"https://w3id.org/eusoilvoc#SoilInorganicCarbon","soil inorganic carbon"
"https://w3id.org/eusoilvoc#SoilInorganicComponents","soil inorganic components"
"https://w3id.org/eusoilvoc#SoilInorganicSolid","soil inorganic solid"
"https://w3id.org/eusoilvoc#SoilIntrinsicPermeability","soil intrinsic permeability"
"https://w3id.org/eusoilvoc#SoilLeaching","soil leaching"
"https://w3id.org/eusoilvoc#SoilLocation","soil location"
"https://w3id.org/eusoilvoc#SoilLongitudinalStrain","soil longitudinal strain"
"https://w3id.org/eusoilvoc#SoilMacrofauna","soil macrofauna"
"https://w3id.org/eusoilvoc#SoilMacropore","soil macropore"
"https://w3id.org/eusoilvoc#SoilMesopore","soil mesopore"
"https://w3id.org/eusoilvoc#SoilMethanogenesis","soil methanogenesis"
"https://w3id.org/eusoilvoc#SoilMicrobialRespiration","soil microbial respiration"
"https://w3id.org/eusoilvoc#SoilMicrobioticCrusts","soil microbiotic crusts"
"https://w3id.org/eusoilvoc#SoilMineralMatter","soil mineral matter"
"https://w3id.org/eusoilvoc#SoilMobileWaterContents","soil mobile water contents"
"https://w3id.org/eusoilvoc#SoilMoistureCharacteristics","soil moisture characteristics"
"https://w3id.org/eusoilvoc#SoilMoistureContents","soil moisture contents"
"https://w3id.org/eusoilvoc#SoilMoistureDeficit","soil moisture deficit"
"https://w3id.org/eusoilvoc#SoilMoistureHysteresis","soil moisture hysteresis"
"https://w3id.org/eusoilvoc#SoilMoistureMovement","soil moisture movement"
"https://w3id.org/eusoilvoc#SoilMoisturePotential","soil moisture potential"
"https://w3id.org/eusoilvoc#SoilMoistureRedistribution","soil moisture redistribution"
"https://w3id.org/eusoilvoc#SoilMottle","soil mottle"
"https://w3id.org/eusoilvoc#SoilNegativeAdsorption","soil negative adsorption"
"https://w3id.org/eusoilvoc#SoilNutrientAvailability","soil nutrient availability"
"https://w3id.org/eusoilvoc#SoilNutrientHoldingCapacity","soil nutrient holding capacity"
"https://w3id.org/eusoilvoc#SoilNutrientImmobilisation","soil nutrient immobilisation"
"https://w3id.org/eusoilvoc#SoilNutrientRetention","soil nutrient retention"
"https://w3id.org/eusoilvoc#SoilNutrientStorage","soil nutrient storage"
"https://w3id.org/eusoilvoc#SoilOrganicComponents","soil organic components"
"https://w3id.org/eusoilvoc#SoilOrganicMatterClass","soil organic matter class"
"https://w3id.org/eusoilvoc#SoilOrganicSolid","soil organic solid"
"https://w3id.org/eusoilvoc#SoilOsmoticPotential","soil osmotic potential"
"https://w3id.org/eusoilvoc#SoilOverburdenPotential","soil overburden potential"
"https://w3id.org/eusoilvoc#SoilOxidationReaction","soil oxidation reaction"
"https://w3id.org/eusoilvoc#SoilOxidationReductionReaction","soil oxidation reduction reaction"
"https://w3id.org/eusoilvoc#SoilOxygenConcentration","soil oxygen concentration"
"https://w3id.org/eusoilvoc#SoilOxygenConsumption","soil oxygen consumption"
"https://w3id.org/eusoilvoc#SoilOxygenContents","soil oxygen contents"
"https://w3id.org/eusoilvoc#SoilOxygenDeficiency","soil oxygen deficiency"
"https://w3id.org/eusoilvoc#SoilOxygenDiffusionRate","soil oxygen diffusion rate"
"https://w3id.org/eusoilvoc#SoilPackingArrangement","soil packing arrangement"
"https://w3id.org/eusoilvoc#SoilParticleArrangement","soil particle arrangement"
"https://w3id.org/eusoilvoc#SoilParticleDensity","soil particle density"
"https://w3id.org/eusoilvoc#SoilParticleMovement","soil particle movement"
"https://w3id.org/eusoilvoc#SoilParticlePhysicalProperties","soil particle physical properties"
"https://w3id.org/eusoilvoc#SoilParticleShape","soil particle shape"
"https://w3id.org/eusoilvoc#SoilParticleSize","soil particle size"
"https://w3id.org/eusoilvoc#SoilParticleSpecificSurfaceArea","soil particle specific surface area"
"https://w3id.org/eusoilvoc#SoilParticleSurfaceCharge","soil particle surface charge"
"https://w3id.org/eusoilvoc#SoilPermanentDeformation","soil permanent deformation"
"https://w3id.org/eusoilvoc#SoilPermeability","soil permeability"
"https://w3id.org/eusoilvoc#SoilPermittivity","soil permittivity"
"https://w3id.org/eusoilvoc#SoilPhenomena","soil phenomena"
"https://w3id.org/eusoilvoc#SoilPLoss","soil phosphorus loss"
"https://w3id.org/eusoilvoc#SoilPhysicalCapacity","soil physical capacity"
"https://w3id.org/eusoilvoc#SoilPhysicalCrusts","soil physical crusts"
"https://w3id.org/eusoilvoc#SoilPhysicalDegradation","soil physical degradation"
"https://w3id.org/eusoilvoc#SoilPhysicalDegradativeProcesses","soil physical degradative processes"
"https://w3id.org/eusoilvoc#SoilPhysicalFunctions","soil physical functions"
"https://w3id.org/eusoilvoc#SoilPhysicalProcesses","soil physical processes"
"https://w3id.org/eusoilvoc#SoilPhysicalQuality","soil physical quality"
"https://w3id.org/eusoilvoc#SoilPlasticity","soil plasticity"
"https://w3id.org/eusoilvoc#SoilPollutantTransport","soil pollutant transport"
"https://w3id.org/eusoilvoc#SoilPolymerAdsorption","soil polymer adsorption"
"https://w3id.org/eusoilvoc#SoilPoreConnectivity","soil pore connectivity"
"https://w3id.org/eusoilvoc#SoilPoreContinuity","soil pore continuity"
"https://w3id.org/eusoilvoc#SoilPoreGeometry","soil pore geometry"
"https://w3id.org/eusoilvoc#SoilPoreHeterogeneity","soil pore heterogeneity"
"https://w3id.org/eusoilvoc#SoilPoreHorizontalContinuity","soil pore horizontal continuity"
"https://w3id.org/eusoilvoc#SoilPoreNumber","soil pore number"
"https://w3id.org/eusoilvoc#SoilPoreOrientation","soil pore orientation"
"https://w3id.org/eusoilvoc#SoilPorePhysicalProperties","soil pore physical properties"
"https://w3id.org/eusoilvoc#SoilPoreShape","soil pore shape"
"https://w3id.org/eusoilvoc#SoilPoreSize","soil pore size"
"https://w3id.org/eusoilvoc#SoilPoreSpace","soil pore space"
"https://w3id.org/eusoilvoc#SoilPoreTortuosity","soil pore tortuosity"
"https://w3id.org/eusoilvoc#SoilPoreVerticalContinuity","soil pore vertical continuity"
"https://w3id.org/eusoilvoc#SoilPoreVolume","soil pore volume"
"https://w3id.org/eusoilvoc#SoilPoreWaterVelocity","soil pore water velocity"
"https://w3id.org/eusoilvoc#SoilPorosityIndex","soil porosity index"
"https://w3id.org/eusoilvoc#SoilPreferentialFlowPath","soil preferential flow path"
"https://w3id.org/eusoilvoc#SoilPressurePotential","soil pressure potential"
"https://w3id.org/eusoilvoc#SoilPrimaryParticles","soil primary particles"
"https://w3id.org/eusoilvoc#SoilPuddling","soil puddling"
"https://w3id.org/eusoilvoc#SoilQuality","soil quality"
"https://w3id.org/eusoilvoc#SoilRapidDrying","soil rapid drying"
"https://w3id.org/eusoilvoc#SoilRapidWetting","soil rapid wetting"
"https://w3id.org/eusoilvoc#SoilReactivity","soil reactivity"
"https://w3id.org/eusoilvoc#SoilRedoxPotential","soil redox potential"
"https://w3id.org/eusoilvoc#SoilRelativeDensity","soil relative density"
"https://w3id.org/eusoilvoc#SoilRupture","soil rupture"
"https://w3id.org/eusoilvoc#SoilSandContents","soil sand contents"
"https://w3id.org/eusoilvoc#SoilSealingConsistence","soil sealing consistence"
"https://w3id.org/eusoilvoc#SoilSealingThickness","soil sealing thickness"
"https://w3id.org/eusoilvoc#SoilSecondaryParticles","soil secondary particles"
"https://w3id.org/eusoilvoc#SoilSedimentation","soil sedimentation"
"https://w3id.org/eusoilvoc#SoilSeepage","soil seepage"
"https://w3id.org/eusoilvoc#SoilSettlement","soil settlement"
"https://w3id.org/eusoilvoc#SoilShearStrain","soil shear strain"
"https://w3id.org/eusoilvoc#SoilShearStrength","soil shear strength"
"https://w3id.org/eusoilvoc#SoilShrinkage","soil shrinkage"
"https://w3id.org/eusoilvoc#SoilShrinking","soil shrinking"
"https://w3id.org/eusoilvoc#SoilSiltContents","soil silt contents"
"https://w3id.org/eusoilvoc#SoilSlaking","soil slaking"
"https://w3id.org/eusoilvoc#SoilSlopeStability","soil slope stability"
"https://w3id.org/eusoilvoc#SoilSlowDrying","soil slow drying"
"https://w3id.org/eusoilvoc#SoilSlowWetting","soil slow wetting"
"https://w3id.org/eusoilvoc#SoilSolid","soil solid"
"https://w3id.org/eusoilvoc#SoilSolidTransport","soil solid transport"
"https://w3id.org/eusoilvoc#SoilSoluteConvection","soil solute convection"
"https://w3id.org/eusoilvoc#SoilSoluteConvectiveTransport","soil solute convective transport"
"https://w3id.org/eusoilvoc#SoilSoluteDiffusion","soil solute diffusion"
"https://w3id.org/eusoilvoc#SoilSoluteDiffusiveTransport","soil solute diffusive transport"
"https://w3id.org/eusoilvoc#SoilSoluteDispersion","soil solute dispersion"
"https://w3id.org/eusoilvoc#SoilSoluteDispersiveTransport","soil solute dispersive transport"
"https://w3id.org/eusoilvoc#SoilSoluteDispersivity","soil solute dispersivity"
"https://w3id.org/eusoilvoc#SoilSoluteFluxDensity","soil solute flux density"
"https://w3id.org/eusoilvoc#SoilSolutePhysicalProperties","soil solute physical properties"
"https://w3id.org/eusoilvoc#SoilSoluteTransport","soil solute transport"
"https://w3id.org/eusoilvoc#SoilSolutes","soil solutes"
"https://w3id.org/eusoilvoc#SoilSolution","soil solution"
"https://w3id.org/eusoilvoc#SoilSpatialProperties","soil spatial properties"
"https://w3id.org/eusoilvoc#SoilSpecificGravity","soil specific gravity"
"https://w3id.org/eusoilvoc#SoilStrain","soil strain"
"https://w3id.org/eusoilvoc#SoilStrainHardening","soil strain hardening"
"https://w3id.org/eusoilvoc#SoilStrength","soil strength"
"https://w3id.org/eusoilvoc#SoilStrengthIndex","soil strength index"
"https://w3id.org/eusoilvoc#SoilStructuralChange","soil structural change"
"https://w3id.org/eusoilvoc#SoilStructuralCrusts","soil structural crusts"
"https://w3id.org/eusoilvoc#SoilStructuralDecline","soil structural decline"
"https://w3id.org/eusoilvoc#SoilStructuralMovement","soil structural movement"
"https://w3id.org/eusoilvoc#SoilStructuralResilience","soil structural resilience"
"https://w3id.org/eusoilvoc#SoilStructuralStability","soil structural stability"
"https://w3id.org/eusoilvoc#SoilStructureIndex","soil structure index"
"https://w3id.org/eusoilvoc#SoilStructureIndirectIndex","soil structure indirect index"
"https://w3id.org/eusoilvoc#SoilSubstance","soil substance"
"https://w3id.org/eusoilvoc#SoilSurfaceAge","soil surface age"
"https://w3id.org/eusoilvoc#SoilSurfaceCharge","soil surface charge"
"https://w3id.org/eusoilvoc#SoilSurfaceSeal","soil surface seal"
"https://w3id.org/eusoilvoc#SoilSurfaceSealFormation","soil surface seal formation"
"https://w3id.org/eusoilvoc#SoilSurfaceSealing","soil surface sealing"
"https://w3id.org/eusoilvoc#SoilSwellShrinkCapacity","soil swell shrink capacity"
"https://w3id.org/eusoilvoc#SoilSwellShrinkProperties","soil swell shrink properties"
"https://w3id.org/eusoilvoc#SoilSwelling","soil swelling"
"https://w3id.org/eusoilvoc#SoilSwellingCapacity","soil swelling capacity"
"https://w3id.org/eusoilvoc#SoilSwellingPotential","soil swelling potential"
"https://w3id.org/eusoilvoc#SoilTangentialStrain","soil tangential strain"
"https://w3id.org/eusoilvoc#SoilTexture","soil texture"
"https://w3id.org/eusoilvoc#SoilThawing","soil thawing"
"https://w3id.org/eusoilvoc#SoilThermalDiffusivity","soil thermal diffusivity"
"https://w3id.org/eusoilvoc#SoilThermalProcesses","soil thermal processes"
"https://w3id.org/eusoilvoc#SoilTilth","soil tilth"
"https://w3id.org/eusoilvoc#SoilTotalCarbon","soil total carbon"
"https://w3id.org/eusoilvoc#SoilTrafficability","soil trafficability"
"https://w3id.org/eusoilvoc#SoilTransportability","soil transportability"
"https://w3id.org/eusoilvoc#SoilTrueDensity","soil true density"
"https://w3id.org/eusoilvoc#SoilViscosity","soil viscosity"
"https://w3id.org/eusoilvoc#SoilVoids","soil voids"
"https://w3id.org/eusoilvoc#SoilVolume","soil volume"
"https://w3id.org/eusoilvoc#SoilVolumeChange","soil volume change"
"https://w3id.org/eusoilvoc#SoilVolumetricMoistureContents","soil volumetric moisture contents"
"https://w3id.org/eusoilvoc#SoilWarming","soil warming"
"https://w3id.org/eusoilvoc#SoilWaterAbsorption","soil water absorption"
"https://w3id.org/eusoilvoc#SoilWaterAbsorptionCapacity","soil water absorption capacity"
"https://w3id.org/eusoilvoc#SoilWaterAdsorption","soil water adsorption"
"https://w3id.org/eusoilvoc#SoilWaterAffinity","soil water affinity"
"https://w3id.org/eusoilvoc#SoilWaterAvailability","soil water availability"
"https://w3id.org/eusoilvoc#SoilWaterCharacteristics","soil water characteristics"
"https://w3id.org/eusoilvoc#SoilWaterCondensation","soil water condensation"
"https://w3id.org/eusoilvoc#SoilWaterConductivity","soil water conductivity"
"https://w3id.org/eusoilvoc#SoilWaterContents","soil water contents"
"https://w3id.org/eusoilvoc#SoilWaterDiffusivity","soil water diffusivity"
"https://w3id.org/eusoilvoc#SoilWaterEvapouration","soil water evapouration"
"https://w3id.org/eusoilvoc#SoilWaterEvapourationRate","soil water evapouration rate"
"https://w3id.org/eusoilvoc#SoilWaterFlow","soil water flow"
"https://w3id.org/eusoilvoc#SoilWaterHoldingCapacity","soil water holding capacity"
"https://w3id.org/eusoilvoc#SoilWaterInfiltrationCapacity","soil water infiltration capacity"
"https://w3id.org/eusoilvoc#SoilWaterInfiltrationRate","soil water infiltration rate"
"https://w3id.org/eusoilvoc#SoilWaterInfiltrationRateClass","soil water infiltration rate class"
"https://w3id.org/eusoilvoc#SoilWaterInfiltrationRateNumeric","soil water infiltration rate numeric"
"https://w3id.org/eusoilvoc#SoilWaterLoss","soil water loss"
"https://w3id.org/eusoilvoc#SoilWaterPermeability","soil water permeability"
"https://w3id.org/eusoilvoc#SoilWaterPhysicalProcesses","soil water physical processes"
"https://w3id.org/eusoilvoc#SoilWaterPhysicalProperties","soil water physical properties"
"https://w3id.org/eusoilvoc#SoilWaterPotential","soil water potential"
"https://w3id.org/eusoilvoc#SoilWaterRetentionCapacity","soil water retention capacity"
"https://w3id.org/eusoilvoc#SoilWaterRetentionIndex","soil water retention index"
"https://w3id.org/eusoilvoc#SoilWaterSorptionProperties","soil water sorption properties"
"https://w3id.org/eusoilvoc#SoilWaterTableDepth","soil water table depth"
"https://w3id.org/eusoilvoc#SoilWaterTablePosition","soil water table position"
"https://w3id.org/eusoilvoc#SoilWaterTransmission","soil water transmission"
"https://w3id.org/eusoilvoc#SoilWaterTransmissionIndex","soil water transmission index"
"https://w3id.org/eusoilvoc#SoilWaterTransport","soil water transport"
"https://w3id.org/eusoilvoc#SoilWetness","soil wetness"
"https://w3id.org/eusoilvoc#SoilWetting","soil wetting"
"https://w3id.org/eusoilvoc#SolubleAnionTotal","soluble anion total"
"https://w3id.org/eusoilvoc#SolubleCationTotal","soluble cation total"
"https://w3id.org/eusoilvoc#SolubleSalts","soluble salts"
"https://w3id.org/eusoilvoc#Stickiness","stickiness"
"https://w3id.org/eusoilvoc#StickyConsistence","sticky consistence"
"https://w3id.org/eusoilvoc#StructuralPores","structural pores"
"https://w3id.org/eusoilvoc#StructuralPorosity","structural porosity"
"https://w3id.org/eusoilvoc#StructureGrade","structure grade"
"https://w3id.org/eusoilvoc#StructureSize","structure size"
"https://w3id.org/eusoilvoc#SulfurExtractableElements","sulfur extractable elements"
"https://w3id.org/eusoilvoc#SulfurTotalElements","sulfur total elements"
"https://w3id.org/eusoilvoc#SupportingServices","supporting services"
"https://w3id.org/eusoilvoc#SurfaceAggregationRatio","surface aggregation ratio"
"https://w3id.org/eusoilvoc#Termites","termites"
"https://w3id.org/eusoilvoc#TexturalPores","textural pores"
"https://w3id.org/eusoilvoc#TexturalPorosity","textural porosity"
"https://w3id.org/eusoilvoc#TextureFieldClass","texture field class"
"https://w3id.org/eusoilvoc#TextureLabClass","texture lab class"
"https://w3id.org/eusoilvoc#TotalCarbonateEquivalent","total carbonate equivalent"
"https://w3id.org/eusoilvoc#TotalPorosity","total porosity"
"https://w3id.org/eusoilvoc#TotalSoilMoisturePotential","total soil moisture potential"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_h2so4","Total_h2so4"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_hcl","Total_hcl"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_hcl-aquaregia","Total_hcl-aquaregia"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_hclo4","Total_hclo4"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_hno3-aquafortis","Total_hno3-aquafortis"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_nh4-6mo7o24","Total_nh4-6mo7o24"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_tp03","Total_tp03"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_tp04","Total_tp04"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_tp05","Total_tp05"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_tp06","Total_tp06"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_tp07","Total_tp07"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_tp08","Total_tp08"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_tp09","Total_tp09"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_tp10","Total_tp10"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_unkn","Total_unk"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_xrd","Total_xrd"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_xrf","Total_xrf"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_xrf-p","Total_xrf-p"
"https://w3id.org/eusoilvoc#totalElementsProcedure-Total_xtf-t","Total_xtf-t"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_bremner","TotalN_bremner"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_calcul","TotalN_calcul"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_calcul-oc10","TotalN_calcul-oc10"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_dc","TotalN_dc"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_dc-ht-dumas","TotalN_dc-ht-dumas"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_dc-ht-leco","TotalN_dc-ht-leco"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_dc-spec","TotalN_dc-spec"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_h2so4","TotalN_h2so4"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_kjeldahl","TotalN_kjeldahl"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_kjeldahl-nh4","TotalN_kjeldahl-nh4"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_nelson","TotalN_nelso"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_tn04","TotalN_tn04"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_tn06","TotalN_tn06"
"https://w3id.org/eusoilvoc#nitrogenTotalProcedure-TotalN_tn08","TotalN_tn08"
"https://w3id.org/eusoilvoc#carbonTotalProcedure-TotC_calcul-ic-oc","TotC_calcul-ic-oc"
"https://w3id.org/eusoilvoc#carbonTotalProcedure-TotC_dc-ht","TotC_dc-ht"
"https://w3id.org/eusoilvoc#carbonTotalProcedure-TotC_dc-ht-analyser","TotC_dc-ht-analyser"
"https://w3id.org/eusoilvoc#carbonTotalProcedure-TotC_dc-ht-spec","TotC_dc-ht-spec"
"https://w3id.org/eusoilvoc#carbonTotalProcedure-TotC_dc-mt","TotC_dc-mt"
"https://w3id.org/eusoilvoc#organicMatterProcedure-TotHumC_unkn","TotHumC_unk"
"https://w3id.org/eusoilvoc#TransverseDispersion","transverse dispersion"
"https://w3id.org/eusoilvoc#TreeDensity","tree density"
"https://w3id.org/eusoilvoc#UnsaturatedHydraulicConductivity","unsaturated hydraulic conductivity"
"https://w3id.org/eusoilvoc#UnsaturatedWaterFlow","unsaturated water flow"
"https://w3id.org/eusoilvoc#VariableCharge","variable charge"
"https://w3id.org/eusoilvoc#VegetationClass","vegetation class"
"https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_calcul-ptf","VMC_calcul-ptf"
"https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_calcul-ptf-brookscorey","VMC_calcul-ptf-brookscorey"
"https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_d","VMC_d"
"https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_d-cl","VMC_d-cl"
"https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_d-cl-ww","VMC_d-cl-ww"
"https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_d-ww","VMC_d-ww"
"https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_ud","VMC_ud"
"https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_ud-cl","VMC_ud-cl"
"https://w3id.org/eusoilvoc#moistureContentProcedure-VMC_ud-co","VMC_ud-co"
"https://w3id.org/eusoilvoc#VoidDiameter","void diameter"
"https://w3id.org/eusoilvoc#VoidRatio","void ratio"
"https://w3id.org/eusoilvoc#WasteDisposal","waste disposal"
"https://w3id.org/eusoilvoc#WaterInterchange","water interchange"
"https://w3id.org/eusoilvoc#WaterRegulation","water regulation"
"https://w3id.org/eusoilvoc#WaterStorageCapacity","water storage capacity"
"https://w3id.org/eusoilvoc#WeatherCurrent","weather current"
"https://w3id.org/eusoilvoc#WeatherPast","weather past"
"https://w3id.org/eusoilvoc#WeatheringFragments","weathering fragments"
"https://w3id.org/eusoilvoc#WeatheringRock","weathering rock"
"https://w3id.org/eusoilvoc#WetPlasticity","wet plasticity"
"https://w3id.org/eusoilvoc#WetSoilBulkDensity","wet soil bulk density"
"https://w3id.org/eusoilvoc#ZincExtractableElements","zinc extractable elements"
"https://w3id.org/eusoilvoc#ZincTotalElements","zinc total elements"
